,O,D,f,r,tol
1895,POINT (915494.7566343672 6297148.567588532),POINT (905629.2742062539 6278752.124202465),0.0018552578035757256,10000.0,0.2
1896,POINT (912623.2934124109 6283239.095608447),POINT (903886.5761054219 6291341.524581046),0.0008566449140937041,10000.0,0.2
1897,POINT (917816.1419850314 6294951.142191928),POINT (915458.964924965 6293780.216285969),0.000861109852938272,10000.0,0.2
1898,POINT (913026.5160292478 6292895.208827039),POINT (910482.8301748362 6290176.808695557),0.0030269049029455516,10000.0,0.2
1899,POINT (911568.2474693925 6275791.958141886),POINT (904395.6947526555 6291507.241876934),0.00141974364388501,10000.0,0.2
1900,POINT (895099.4543474112 6287786.430550511),POINT (904354.9462743273 6286570.350848947),0.0011092982948032344,10000.0,0.2
1901,POINT (904388.2645075831 6291633.598292327),POINT (909213.7240155893 6295925.320024296),0.0033682369823997975,10000.0,0.2
1902,POINT (911005.1417127638 6294190.159531359),POINT (911827.1684741057 6290271.1418801285),0.004344773648785379,10000.0,0.2
1903,POINT (895233.2822448562 6294658.137065662),POINT (893814.0959213162 6294264.1077121105),0.0003435854798572776,10000.0,0.2
1904,POINT (907349.1840519679 6285122.105986963),POINT (903373.2085915613 6280091.080384897),0.00133091516564731,10000.0,0.2
1905,POINT (905441.8752457437 6281441.139157442),POINT (906302.3343397884 6281635.09382939),0.0010004945905669911,10000.0,0.2
1906,POINT (897213.7414357618 6301038.516432727),POINT (910213.9116628078 6293934.34144729),0.001122480380197265,10000.0,0.2
1907,POINT (914164.3831456216 6291159.547260616),POINT (917734.1432103256 6295343.2621522825),0.0019059755396220843,10000.0,0.2
1908,POINT (915243.1222594128 6296585.559909062),POINT (917744.402055762 6296242.880579092),0.002148561538661794,10000.0,0.2
1909,POINT (908782.4282739018 6290160.276201523),POINT (909299.923399497 6291376.1460451465),0.003841513538844957,10000.0,0.2
1910,POINT (900108.8610088666 6286833.747921133),POINT (900975.4228433862 6287844.627593044),0.0005686091259188911,10000.0,0.2
1911,POINT (910152.4816413901 6295139.053271789),POINT (895661.0206449572 6298929.44030248),0.003378130905879317,10000.0,0.2
1912,POINT (896186.4350248654 6286698.147067125),POINT (909035.5441969798 6289296.701574133),0.0011013924041036282,10000.0,0.2
1913,POINT (909917.3039222206 6290441.326440319),POINT (906206.222776494 6290063.464439664),0.003665373021797102,10000.0,0.2
1914,POINT (905814.5538730382 6290964.61753965),POINT (898017.5509515207 6284256.40041845),0.0033001640913809757,10000.0,0.2
1915,POINT (904556.2484218834 6290607.436763614),POINT (908710.1622943346 6289356.168467697),0.003278293353824128,10000.0,0.2
1916,POINT (913690.6141759754 6286768.400793555),POINT (912783.0284584622 6285973.471131985),0.0008538713782353303,10000.0,0.2
1917,POINT (892471.9663627823 6281980.760683987),POINT (892454.0246250257 6281782.6563748885),0.0010040669074412737,10000.0,0.2
1918,POINT (901592.1183558826 6290298.278439043),POINT (900618.1885798031 6290081.205447856),0.0014074707527549218,10000.0,0.2
1919,POINT (911275.6104136214 6289993.970531281),POINT (912734.0212389547 6291251.3013469465),0.002921851937779321,10000.0,0.2
1920,POINT (891046.8335955823 6283545.131718924),POINT (905509.6497836141 6291219.058766184),0.0009869272796954281,10000.0,0.2
1921,POINT (896380.9346242223 6285428.251459172),POINT (894276.5928185243 6284075.322334444),0.0010312324234421106,10000.0,0.2
1922,POINT (897817.6140822936 6269010.420652979),POINT (898472.3816421686 6278628.966579283),0.00028035167362035874,10000.0,0.2
1923,POINT (904462.9030707069 6287058.277712539),POINT (904626.4888222741 6287011.681273175),0.0017434293753616971,10000.0,0.2
1924,POINT (911585.874112807 6279201.876882683),POINT (909358.763918353 6280562.315516645),0.0016555498881945798,10000.0,0.2
1925,POINT (916094.9303013429 6290691.631029165),POINT (915427.5091366292 6286729.562430557),0.0008015819569674029,10000.0,0.2
1926,POINT (909003.0726855304 6293703.284518177),POINT (901889.9766093846 6277506.597530466),0.003964804125697525,10000.0,0.2
1927,POINT (914396.66437936 6294625.87686166),POINT (914330.1934369885 6288932.137616552),0.002619902822864441,10000.0,0.2
1928,POINT (908150.0231626115 6286159.958912866),POINT (903755.9026585289 6291203.590050558),0.0014409747495161566,10000.0,0.2
1929,POINT (903632.1146216621 6297055.479406994),POINT (912114.9421945622 6272863.05146516),0.000719847539800895,10000.0,0.2
1930,POINT (908253.518404905 6286102.789744867),POINT (901767.5142675431 6285559.761500783),0.0014376445245889045,10000.0,0.2
1931,POINT (911537.2699018971 6295558.7805798),POINT (911795.8263823583 6296785.671030358),0.004012221313272136,10000.0,0.2
1932,POINT (915042.3801498967 6294909.195715612),POINT (912918.4598069589 6280459.28200157),0.0021112387283775567,10000.0,0.2
1933,POINT (890477.7455091362 6282021.614345109),POINT (892207.1544131094 6282575.984317455),0.0007178533153368114,10000.0,0.2
1934,POINT (897572.6452849782 6288778.515045294),POINT (906416.3182966436 6288316.880743878),0.0007055091924829052,10000.0,0.2
1935,POINT (905056.5949832399 6288869.6857222365),POINT (909115.8500729266 6283761.930189257),0.002085373074617855,10000.0,0.2
1936,POINT (904042.6502732966 6291224.131557655),POINT (903762.6859818026 6297087.070358958),0.0032542412335820133,10000.0,0.2
1937,POINT (914425.9955296698 6294608.1253713295),POINT (909278.1315290232 6290915.30934011),0.002588417919461833,10000.0,0.2
1938,POINT (902404.9579477392 6281091.913352335),POINT (903429.2515263872 6281140.395101601),0.0011346235770052367,10000.0,0.2
1939,POINT (912765.2549116327 6288603.220349373),POINT (910678.9854851217 6289638.630076274),0.0015332372066450394,10000.0,0.2
1940,POINT (904406.6091697952 6286845.804598297),POINT (901945.9789958065 6280598.772995489),0.0017587600088216288,10000.0,0.2
1941,POINT (899541.593791636 6291006.856877847),POINT (899823.8128033578 6293796.865715662),0.0008220489301773319,10000.0,0.2
1942,POINT (908664.244341664 6282264.329048258),POINT (909391.5614719866 6289585.67310394),0.0018040742529390262,10000.0,0.2
1943,POINT (902729.7891027734 6280696.309057478),POINT (896171.7657332623 6285972.1110668415),0.00113068957292079,10000.0,0.2
1944,POINT (892412.7929391405 6280409.596104248),POINT (898275.3809432045 6285633.072416328),0.0006078742030786326,10000.0,0.2
1945,POINT (897750.3306802826 6289450.48404846),POINT (897598.0886959634 6288680.724916549),0.0006728698074248066,10000.0,0.2
1946,POINT (900670.6573631447 6284233.636189483),POINT (901535.1055093698 6283151.090255914),0.0006870522179700775,10000.0,0.2
1947,POINT (913765.1103181234 6294575.064842133),POINT (911828.1427212113 6293809.433962394),0.0031591347456240105,10000.0,0.2
1948,POINT (905735.7895848799 6284334.542523718),POINT (905736.7919402954 6284333.98274485),0.001148509872164345,10000.0,0.2
1949,POINT (908684.3067110274 6292668.078513427),POINT (908645.6825591268 6282933.714386673),0.004343744824675281,10000.0,0.2
1950,POINT (908944.2386605231 6270060.856317923),POINT (915890.4217114414 6273573.558942358),0.00046196636525896355,10000.0,0.2
1951,POINT (909696.3391437747 6290103.393659035),POINT (904485.3757521699 6293560.029978564),0.003658803958339609,10000.0,0.2
1952,POINT (910649.0636523892 6292948.354861183),POINT (909496.6116868708 6293298.95908924),0.004213218047488071,10000.0,0.2
1953,POINT (904154.0153547943 6284383.528366092),POINT (908469.5950684192 6284587.592657747),0.0016685127831975758,10000.0,0.2
1954,POINT (905106.8110867778 6286258.906647492),POINT (904065.0503231105 6290921.817194749),0.0015236599318905293,10000.0,0.2
1955,POINT (914248.9707813348 6297676.114945533),POINT (914053.5093827131 6297031.094671395),0.0020124372888942906,10000.0,0.2
1956,POINT (910445.7461319057 6273363.415280015),POINT (909941.610251989 6274810.632364143),0.0015491311524678812,10000.0,0.2
1957,POINT (910026.0644931956 6292624.623819284),POINT (908852.1139642138 6291309.223333938),0.004310142462197655,10000.0,0.2
1958,POINT (908565.4508693081 6292647.856712911),POINT (901057.6072460946 6290148.093151225),0.004296012958496891,10000.0,0.2
1959,POINT (893250.2323516838 6286438.755914416),POINT (893718.6836071031 6286719.129721366),0.0011238250960059054,10000.0,0.2
1960,POINT (910950.9966213172 6293415.585309724),POINT (908989.2773673257 6293633.337855521),0.0042840077995460425,10000.0,0.2
1961,POINT (910554.6420886709 6294495.163050741),POINT (912494.3230052744 6294787.986617354),0.0041218447408598044,10000.0,0.2
1962,POINT (910600.3734584214 6293498.068414725),POINT (909420.4748831501 6296355.904218562),0.004354384384176256,10000.0,0.2
1963,POINT (893205.8359941146 6279632.235041926),POINT (896135.088098818 6288205.052821027),0.0003301146950976614,10000.0,0.2
1964,POINT (913383.3660242418 6298313.15581058),POINT (911558.167963296 6297023.176406506),0.0013993616235360418,10000.0,0.2
1965,POINT (913668.4442896242 6291605.195067617),POINT (913600.4607974871 6291139.475668291),0.0022700761920390012,10000.0,0.2
1966,POINT (895484.9057999019 6286277.756313832),POINT (894121.7596335791 6282432.412976521),0.0012840134541159932,10000.0,0.2
1967,POINT (910219.1533142836 6280907.303262674),POINT (909847.6727392864 6279977.033121674),0.0015131607566495975,10000.0,0.2
1968,POINT (903186.2678412418 6285976.782363632),POINT (904111.4838006729 6290664.770356884),0.0015903288623466101,10000.0,0.2
1969,POINT (890417.9777964014 6284400.193735059),POINT (903905.0851463199 6291211.0163436225),0.000595309448241883,10000.0,0.2
1970,POINT (911363.7629218623 6282442.037436558),POINT (908712.5402043314 6282535.476962886),0.001241756535138688,10000.0,0.2
1971,POINT (911193.4135747508 6288978.170282698),POINT (909222.4414665898 6294809.969162569),0.0024530586857307805,10000.0,0.2
1972,POINT (898682.6371058474 6299007.833358092),POINT (893003.2123853634 6286183.185214697),0.000645882477663544,10000.0,0.2
1973,POINT (917685.6690659467 6295756.024899378),POINT (912048.1892708722 6291344.652271697),0.0010387132354448114,10000.0,0.2
1974,POINT (907154.2217685098 6289851.08199081),POINT (908619.7179427869 6289718.633459594),0.003027703106133127,10000.0,0.2
1975,POINT (904215.0219458048 6290274.479672894),POINT (907127.5466499268 6289991.099883272),0.002981173415916353,10000.0,0.2
1976,POINT (914138.5303390762 6292697.453033658),POINT (899049.7968014848 6286353.26429708),0.002207382249159945,10000.0,0.2
1977,POINT (904695.7838816424 6292748.155816322),POINT (911142.4724091983 6295565.533563133),0.002651044471210165,10000.0,0.2
1978,POINT (914426.0556844608 6294608.623662883),POINT (916863.1552086459 6295858.235434147),0.002588504511248861,10000.0,0.2
1979,POINT (914717.5598993513 6297814.640234424),POINT (917712.3533432235 6298595.612807592),0.0018126957476623067,10000.0,0.2
1980,POINT (908865.593822563 6289669.788882799),POINT (917710.1891650467 6298590.719863521),0.003617293362435826,10000.0,0.2
1981,POINT (912899.3032935666 6271980.541472272),POINT (907103.7716249909 6271201.395066151),0.00039012065379668767,10000.0,0.2
1982,POINT (912307.0515005707 6292889.636025647),POINT (912476.8784546212 6293930.994675588),0.0034715979479133813,10000.0,0.2
1983,POINT (917736.0861115172 6295116.340751768),POINT (914615.5630225679 6295009.625010222),0.0009315291978181029,10000.0,0.2
1984,POINT (903922.9905214006 6286540.173631303),POINT (903577.1395197437 6285835.245702658),0.0017670302878011928,10000.0,0.2
1985,POINT (912568.7443875974 6278810.195540824),POINT (911150.879903431 6278926.054251118),0.0013137825740354874,10000.0,0.2
1986,POINT (910907.2774335425 6285287.819224905),POINT (906829.2428101699 6292205.878027745),0.0010901997500609379,10000.0,0.2
1987,POINT (910831.0690317466 6294090.337877063),POINT (917267.7187191333 6295536.301330061),0.004335516285631168,10000.0,0.2
1988,POINT (910585.1565171911 6272370.880732829),POINT (912331.4301722012 6273584.5571978),0.0013793952679217723,10000.0,0.2
1989,POINT (905142.6532688707 6298008.267012844),POINT (910831.0690317466 6294090.337877063),0.000674485890748093,10000.0,0.2
1990,POINT (902729.2297373817 6292411.83429913),POINT (901396.887050713 6291730.830956889),0.0016094016187778062,10000.0,0.2
1991,POINT (906062.166735471 6277625.240142226),POINT (908765.5505893985 6282531.4013524335),0.0006879361153383935,10000.0,0.2
1992,POINT (896327.1135466029 6287826.231903073),POINT (915716.6129057202 6297413.73866187),0.0009810057713374473,10000.0,0.2
1993,POINT (894059.0509835035 6294514.809786853),POINT (901169.7704741855 6290194.28072119),0.00019124150662785057,10000.0,0.2
1994,POINT (894082.5934636383 6286771.799426809),POINT (905528.5568161584 6283109.325875194),0.001266976358051138,10000.0,0.2
1995,POINT (911748.2289938382 6280544.192771565),POINT (908659.4242880378 6293525.967966115),0.0016754154380139382,10000.0,0.2
1996,POINT (900548.826533787 6292930.209536313),POINT (900423.065152389 6293026.777691243),0.0006904371931707766,10000.0,0.2
1997,POINT (912241.4103650718 6292238.642254315),POINT (911179.4434414809 6287881.153159073),0.0031757862014955584,10000.0,0.2
1998,POINT (894627.3394095928 6287282.527083581),POINT (898567.4000766629 6272180.027465992),0.0012223653993503599,10000.0,0.2
1999,POINT (897814.427786378 6275357.166444256),POINT (909812.9508413748 6295361.372368645),0.0009038134054185106,10000.0,0.2
2000,POINT (908687.5642878389 6293521.8327693),POINT (911169.4586876074 6294244.886644467),0.003902163519894448,10000.0,0.2
2001,POINT (912774.5378024455 6291078.862199778),POINT (913193.9108692941 6287148.892839655),0.0026165581019626945,10000.0,0.2
2002,POINT (913609.4885560238 6295295.054270119),POINT (909739.7426068094 6293870.932393076),0.0033956711321733077,10000.0,0.2
2003,POINT (914396.66437936 6294625.87686166),POINT (914330.1934369885 6288932.137616552),0.002619902822864441,10000.0,0.2
2004,POINT (903675.0074691831 6298809.42562273),POINT (895230.8628361607 6285950.849905759),0.0005332701091192251,10000.0,0.2
2005,POINT (906817.2237285394 6287479.890876422),POINT (903830.2112199262 6292133.952380442),0.0015696282460757678,10000.0,0.2
2006,POINT (911411.3935374648 6276389.121085178),POINT (912728.3033777076 6276188.252547847),0.0013870630994299497,10000.0,0.2
2007,POINT (899343.3362823428 6283779.262250405),POINT (902230.6463199919 6290170.535500044),0.000744727795936478,10000.0,0.2
2008,POINT (900048.8481048987 6289742.404244432),POINT (899849.7678371287 6289521.6491300985),0.0009338210010912626,10000.0,0.2
2009,POINT (898500.8510588929 6274346.58845083),POINT (901216.3234648209 6274680.054593567),0.0013218326194163958,10000.0,0.2
2010,POINT (909178.4537709504 6292774.475863669),POINT (914425.9955296698 6294608.1253713295),0.0044552838193997754,10000.0,0.2
2011,POINT (891522.8238292588 6278960.863652631),POINT (902189.9359269326 6284156.65798084),0.00042327982269986584,10000.0,0.2
2012,POINT (904414.4693964461 6289892.1849965025),POINT (894907.7430124807 6288762.174596548),0.0027490875608876513,10000.0,0.2
2013,POINT (917366.7317468039 6297596.437930295),POINT (916035.8483557721 6298072.201132913),0.000892158353394336,10000.0,0.2
2014,POINT (911830.6513974157 6297337.088315679),POINT (915550.6713899872 6297212.074422585),0.002431984529358965,10000.0,0.2
2015,POINT (909628.3022824919 6270532.374936377),POINT (907884.5074232281 6274698.265227627),0.000651546320705339,10000.0,0.2
2016,POINT (903079.9870023592 6288708.635997487),POINT (908147.6687061172 6292829.552205041),0.0014386509404153446,10000.0,0.2
2017,POINT (913121.1308222506 6280472.619154757),POINT (913409.0926825312 6280503.0889672),0.0010943227276968327,10000.0,0.2
2018,POINT (899233.5729707486 6274538.823396448),POINT (901472.8692224829 6273330.666112052),0.0015052071006415534,10000.0,0.2
2019,POINT (917024.470545445 6295239.2476152275),POINT (911555.1264485593 6293646.089476306),0.001155992574044763,10000.0,0.2
2020,POINT (911477.1502402996 6295565.766133529),POINT (908270.3871415748 6283892.193582465),0.003985477480144186,10000.0,0.2
2021,POINT (898252.581725444 6284426.39267882),POINT (895097.4984721885 6288211.43111033),0.000859716262360686,10000.0,0.2
2022,POINT (895606.2023010133 6301194.980059324),POINT (896676.42524143 6301140.251615955),0.0007566432459433103,10000.0,0.2
2023,POINT (911308.927165409 6285627.323370486),POINT (908930.598748008 6285686.781202955),0.0010394897435288012,10000.0,0.2
2024,POINT (904416.403459922 6292895.7531213425),POINT (910583.664045722 6287801.74040392),0.0024493773775746495,10000.0,0.2
2025,POINT (901874.7820020057 6290389.287088848),POINT (899181.1510244694 6286465.556859104),0.001534082857365477,10000.0,0.2
2026,POINT (905615.7734159642 6297725.580435405),POINT (912236.7324142421 6276194.204011802),0.0006895327798730457,10000.0,0.2
2027,POINT (896597.0208949833 6299429.719297073),POINT (911956.3306726383 6281811.60827774),0.0009495325174438029,10000.0,0.2
2028,POINT (910878.1750708818 6293633.035729891),POINT (908932.387736666 6279380.86081229),0.004339401338418376,10000.0,0.2
2029,POINT (915058.3342020666 6286214.035169277),POINT (911569.9924123143 6291156.554705076),0.0004897692616984853,10000.0,0.2
2030,POINT (898443.1620720851 6301257.5332685895),POINT (901611.5067367813 6298419.850278646),0.0008110202954631372,10000.0,0.2
2031,POINT (910594.9470096177 6272894.643135703),POINT (912050.5330466718 6271712.237258611),0.0014992455310343271,10000.0,0.2
2032,POINT (894595.1644607619 6294370.458115593),POINT (901844.9090413917 6290376.96801666),0.0002623431371274001,10000.0,0.2
2033,POINT (904033.0457034209 6293631.328461202),POINT (904585.4487099533 6297409.805761895),0.001692718225670522,10000.0,0.2
2034,POINT (901117.3907083541 6284232.338403931),POINT (902188.6353401152 6285148.0696898755),0.0007579915824463594,10000.0,0.2
2035,POINT (915559.2907213878 6297206.558914876),POINT (902878.4503538914 6286430.07622942),0.0017953780174536878,10000.0,0.2
2036,POINT (915368.3336468996 6273394.635129381),POINT (908190.9965328348 6283203.903544562),0.0001958245890350526,10000.0,0.2
2037,POINT (912248.1925049874 6295611.535561146),POINT (916743.506121658 6297345.907904712),0.004033587926826839,10000.0,0.2
2038,POINT (908765.5505893985 6282531.4013524335),POINT (913666.9334921457 6277711.342998861),0.0018418270877232149,10000.0,0.2
2039,POINT (899843.0989346157 6300912.3825414665),POINT (908844.6050406164 6291116.49118753),0.00044984621271040875,10000.0,0.2
2040,POINT (905652.0086013478 6282135.370774224),POINT (911923.8639943132 6278651.915315341),0.0010183656397118523,10000.0,0.2
2041,POINT (903045.4175987563 6302572.297024397),POINT (902948.9179983485 6300757.749653429),0.000385835662145694,10000.0,0.2
2042,POINT (917042.3109998467 6298379.388373786),POINT (918059.1974971406 6296290.933584754),0.0007367998746477006,10000.0,0.2
2043,POINT (909046.6197189095 6289151.56154413),POINT (910685.462768075 6289508.3035249375),0.0032792549700942013,10000.0,0.2
2044,POINT (902743.3846770353 6278970.192691226),POINT (901879.7973585579 6274507.077704347),0.0009014523178339601,10000.0,0.2
2045,POINT (912396.7185964566 6293573.361108212),POINT (904069.1841900141 6285856.420091443),0.003794987962072774,10000.0,0.2
2046,POINT (900218.9125087498 6271501.624573192),POINT (897849.4401674687 6270340.49413416),0.0005398572709408757,10000.0,0.2
2047,POINT (912214.7331954689 6280004.346309585),POINT (913386.8466552149 6280683.008037765),0.0016039198758115024,10000.0,0.2
2048,POINT (909962.6283411025 6289114.614537856),POINT (907724.9345306578 6293796.225419869),0.0030312686609284736,10000.0,0.2
2049,POINT (902979.5636533096 6282359.496735354),POINT (893632.820363705 6282326.313893056),0.0013873203183436002,10000.0,0.2
2050,POINT (907263.7565756876 6285608.707866259),POINT (906738.2854315189 6282174.259509076),0.001295208797459256,10000.0,0.2
2051,POINT (908937.7862273796 6290630.443010159),POINT (909904.8035005551 6291155.0198372435),0.003998869702136546,10000.0,0.2
2052,POINT (908675.9868566421 6293552.103957862),POINT (892624.6696392045 6286277.840536614),0.003865825157753235,10000.0,0.2
2053,POINT (910791.3562597217 6276322.749072862),POINT (912716.8088635716 6276587.822871154),0.001348023849971436,10000.0,0.2
2054,POINT (905953.4341329592 6279886.768337354),POINT (906817.3243817587 6279207.510128128),0.0009789414379039155,10000.0,0.2
2055,POINT (911419.8820778277 6294261.52254411),POINT (912931.5652445992 6296120.977029227),0.00436677742642629,10000.0,0.2
2056,POINT (898379.6998658223 6299669.94786611),POINT (896078.2015254489 6300240.216954787),0.0008557677197717106,10000.0,0.2
2057,POINT (910614.163955472 6288634.878087758),POINT (905621.0754315327 6289532.390516077),0.002442325459146364,10000.0,0.2
2058,POINT (916228.9491981918 6290517.789542341),POINT (917295.1264513349 6296443.453692373),0.0007270634564294831,10000.0,0.2
2059,POINT (901817.8723119526 6301510.312967159),POINT (903377.6048133993 6300521.300234349),0.0005196951113710829,10000.0,0.2
2060,POINT (913752.2279824495 6297241.170986412),POINT (914716.218579941 6297820.738901353),0.002457142377571967,10000.0,0.2
2061,POINT (908239.8475073641 6283152.405011745),POINT (905549.1021678525 6277577.74481108),0.0017405092104275533,10000.0,0.2
2062,POINT (905377.6773204647 6289480.247543605),POINT (907485.0746728771 6292364.631857524),0.002460873190600117,10000.0,0.2
2063,POINT (912420.4010146282 6294626.679369964),POINT (915531.0310932072 6297228.763641758),0.004148668233969594,10000.0,0.2
2064,POINT (896884.4142523278 6286101.403610144),POINT (896244.6192031456 6284417.802094962),0.0009077985034237467,10000.0,0.2
2065,POINT (911886.8198510951 6296639.424052582),POINT (911207.2433086757 6297002.802162459),0.0032209620283795374,10000.0,0.2
2066,POINT (895397.4118310628 6285271.514073911),POINT (896139.3981084658 6285733.696903167),0.0012791508688007427,10000.0,0.2
2067,POINT (895952.5307653316 6293005.803106165),POINT (897283.1341195303 6292289.774696),0.0004187156552703133,10000.0,0.2
2068,POINT (912302.7748288228 6294702.718454174),POINT (910537.5358222602 6292187.638881722),0.004210218808001728,10000.0,0.2
2069,POINT (915400.4620261388 6297396.871332076),POINT (908687.6522625777 6287746.91377854),0.0018137809855141261,10000.0,0.2
2070,POINT (912716.8088635716 6276587.822871154),POINT (912670.9874629942 6278090.255336901),0.0011752482596879509,10000.0,0.2
2071,POINT (905215.4369501532 6279222.151389157),POINT (908851.2739116633 6282078.885346591),0.0008916403372578965,10000.0,0.2
2072,POINT (914928.2802010591 6293640.286004417),POINT (911151.1553774714 6293015.664222663),0.0018650884341155625,10000.0,0.2
2073,POINT (903114.9959541266 6287000.853190038),POINT (904219.7019407027 6286166.2843777565),0.0013604796958909848,10000.0,0.2
2074,POINT (916249.02739945 6290116.707641297),POINT (909557.0694017924 6288503.38386911),0.0006796066390344825,10000.0,0.2
2075,POINT (910839.3177228944 6280110.695650032),POINT (911761.6882983479 6280122.438723282),0.0016455254874898331,10000.0,0.2
2076,POINT (909454.1366289053 6294102.18162833),POINT (913689.2623971659 6296011.477282625),0.003874406267818932,10000.0,0.2
2077,POINT (916988.2687472975 6294976.898513865),POINT (916705.2923029023 6294562.217170455),0.0011150504891415502,10000.0,0.2
2078,POINT (911923.8639943132 6278651.915315341),POINT (901376.329688459 6274407.879591158),0.0015054611550688814,10000.0,0.2
2079,POINT (910939.5188168726 6289570.371723698),POINT (909513.3925280478 6285405.674421065),0.002889030446199133,10000.0,0.2
2080,POINT (908004.0398436509 6297043.30006158),POINT (892188.5779785085 6285862.671202894),0.0005156584916967703,10000.0,0.2
2081,POINT (909657.0524002898 6293860.659597311),POINT (913428.4976280995 6293679.304420369),0.0041646972913031875,10000.0,0.2
2082,POINT (907078.0444598583 6271682.542747118),POINT (901717.2101373163 6273842.246335938),0.0005714082891878585,10000.0,0.2
2083,POINT (906473.1811722289 6288025.60477265),POINT (905179.1853215012 6288207.864070629),0.0017567987232188977,10000.0,0.2
2084,POINT (911600.2255341336 6282575.347397188),POINT (911288.0683275198 6280084.6741186045),0.001177877918677751,10000.0,0.2
2085,POINT (899895.2159253496 6271637.826605776),POINT (902470.3081896487 6268512.628149881),0.0006466306571249611,10000.0,0.2
2086,POINT (915983.7179749518 6286574.926048745),POINT (911632.819232548 6292694.2964521535),0.00030169494172458837,10000.0,0.2
2087,POINT (901657.4308855368 6286178.191485617),POINT (901169.556372215 6290193.289749695),0.0008557105513695229,10000.0,0.2
2088,POINT (914410.3985566541 6298051.146186552),POINT (908619.7891546888 6293949.710575084),0.001648943655523993,10000.0,0.2
2089,POINT (907228.3768904572 6277832.018719779),POINT (905090.1447515592 6278379.017561931),0.0007854744920154746,10000.0,0.2
2090,POINT (908937.6924663524 6290630.448433484),POINT (907556.3662648344 6290445.4371497445),0.003998873093918395,10000.0,0.2
2091,POINT (901690.1948347648 6291749.488771837),POINT (902729.2297373817 6292411.83429913),0.0012426505752799867,10000.0,0.2
2092,POINT (904552.1027143211 6291257.881736098),POINT (913825.8124967053 6286920.135619184),0.0034763241667084984,10000.0,0.2
2093,POINT (894160.334473876 6284044.93693732),POINT (892628.3246287601 6281798.637086593),0.0013991902674284466,10000.0,0.2
2094,POINT (915393.6562894371 6293653.529506085),POINT (914854.6706346988 6292287.7506312635),0.001507858961073854,10000.0,0.2
2095,POINT (904876.80294381 6292843.0480102245),POINT (910468.3853733407 6293071.691583139),0.002569275686883935,10000.0,0.2
2096,POINT (909352.1574280113 6274691.32239219),POINT (912728.872901475 6276762.740471087),0.0012236162790563291,10000.0,0.2
2097,POINT (904386.180395846 6286776.748979207),POINT (899271.7415245529 6283715.183376005),0.0017644223863368187,10000.0,0.2
2098,POINT (909086.5496844908 6272505.604161567),POINT (910494.3998551266 6272886.936206335),0.0010451289370303747,10000.0,0.2
2099,POINT (900084.2369880585 6274787.927887213),POINT (901912.5240304538 6268825.007597864),0.001386186884345166,10000.0,0.2
2100,POINT (903562.7795216053 6284374.631979773),POINT (903793.1467889585 6284646.252290988),0.0017378917718323921,10000.0,0.2
2101,POINT (909073.2207343881 6293095.145372546),POINT (909669.4669250476 6293110.851020044),0.004374291785167167,10000.0,0.2
2102,POINT (906400.1033752323 6283874.114502696),POINT (890804.1051334268 6282327.741189394),0.0011843670075326494,10000.0,0.2
2103,POINT (899426.1021126579 6275367.446991576),POINT (898594.2942817765 6275067.077101479),0.0014775999168814787,10000.0,0.2
2104,POINT (909960.3049528407 6287639.633274987),POINT (909284.9622580053 6294843.484616341),0.0019389011703905465,10000.0,0.2
2105,POINT (914476.552866973 6296730.690909837),POINT (899648.6762473448 6275513.055127637),0.002597399948600161,10000.0,0.2
2106,POINT (890456.0012089806 6283154.0026243515),POINT (892628.3246287601 6281798.637086593),0.0007687710543092121,10000.0,0.2
2107,POINT (900855.6285887769 6273924.390009243),POINT (900533.5719391969 6274055.469886925),0.0010255793575076123,10000.0,0.2
2108,POINT (894222.5370047956 6285182.048144354),POINT (896357.7483389324 6284477.466074852),0.0014711706065255088,10000.0,0.2
2109,POINT (909868.5266551902 6289159.696894232),POINT (913284.5242863591 6289183.81574931),0.0030970973212453654,10000.0,0.2
2110,POINT (910247.9903622147 6272582.136199661),POINT (908489.521004688 6277921.410647929),0.0014260822535747642,10000.0,0.2
2111,POINT (908285.8429779084 6281896.414613552),POINT (894276.5928185243 6284075.322334444),0.0016377820603023035,10000.0,0.2
2112,POINT (894531.1193828126 6287351.303315823),POINT (911113.2170269224 6282520.7817454785),0.0011908688258137168,10000.0,0.2
2113,POINT (908854.9246022085 6290596.602581551),POINT (910416.4222026003 6293732.979205744),0.003988959725763804,10000.0,0.2
2114,POINT (910964.2674539593 6277425.601066749),POINT (905064.1536780811 6286888.008996372),0.0013312391139888038,10000.0,0.2
2115,POINT (911598.3685620863 6282005.46206104),POINT (911820.4693443831 6294825.41918484),0.0013101710002433905,10000.0,0.2
2116,POINT (906026.5276416065 6270293.1613977),POINT (903708.1315852539 6291962.407840325),0.0003833058438527061,10000.0,0.2
2117,POINT (904522.9042411274 6290319.381999498),POINT (903115.843118615 6283813.037687337),0.003091741956309855,10000.0,0.2
2118,POINT (898696.9339564422 6283578.422845459),POINT (893868.5503435965 6284953.240513951),0.0008234323252110882,10000.0,0.2
2119,POINT (909091.9478853189 6293667.040213531),POINT (902208.1227109936 6298548.450332714),0.004050336498271199,10000.0,0.2
2120,POINT (911024.2871609939 6293204.629986649),POINT (911175.6516407303 6297498.342745446),0.004196522337380355,10000.0,0.2
2121,POINT (909557.0694017924 6288503.38386911),POINT (906473.8345254592 6291643.43601396),0.002688995935654064,10000.0,0.2
